dept,date,interest,reviewText,helpcount,nothelpcount,label
Theater,05/17/2012,Sorta interested,Perfect class to learn life skills,0,0,1
Theater,08/09/2014,Really into it,Upbeat and engaging T Mychael introduces acting in an entertaining way and makes it an enjoyable experience Not as in depth or serious as other acting classes but great for a beginner or anyone whos looking for a fun class to take,0,0,1
Chemistry,05/08/2007,Low,She was a wonderful teacher  Her teaching methods were fun and her examples were useful,0,0,1
Religion,11/10/2004,It's my life,Brother Parrish is a wonderful man and a very good teacher  He may seem off the wall at times but he genuinely has a good sense of humor and knows his doctrine  Class can be burdensome but overall I enjoy his course  I encourage anyone to take his class,0,0,1
History,03/28/2011,It's my life,Great class The monographs we read were interesting and the assignments connected with the readings were cake but there is a big emphasis on the final paper Skabelunds always willing to help out though so stop by his office hours and you will be fine A great class if you are a history major looking for an elective or have interest in Japan,0,0,1
History,12/11/2009,Low,Dr Carter is pretty great A little unpredictable with the grading There was an assignment that I thought I did well and she gave me a low grade Then there were a couple other assignments which I thought I did horribly and she gave me As Otherwise shes quite good,0,0,1
History,09/08/2005,Really into it,This class was great  I learned a ton and this teacher was always willing to help  Though there was work involved it was all really important and totally worth while  Teaching the lower level college class was very beneficial in helping with a future t,0,0,1
Political Science,10/23/2014,Really into it,Professor Thompson is the man Loved taking his UN Systems class Well worth it especially if youre in International specialization Only 3 exams and a paper throughout the class and none are too tough Put a little time in and youll do great,0,0,1
Church History,07/21/2011,Really into it,One of the best lecturers youll ever see at a university  I wouldnt say he changed my life but he is an outstanding teacher with a wealth of knowledge and a desire to help others learn,0,0,1
Humanities,03/19/2012,It's my life,I loved his class He is so funny and entertaining I learned so much in his class We get off topic on occasion but he is good at bringing it back You do have to do some reading but its fun to read Id definitely recommend his class,0,0,1
Anthropology,11/01/2008,Really into it,Lesley is a great TA helpful both in and outside of class  She makes class very interesting  A lot of material is covered avg of 6 pages of notes per class and so a lot of material is covered on exams making it pretty difficult for an intro class,0,0,1
Business,03/20/2014,Low,Brother Brau is AWESOME he wants all his students to do well and overall the class is really enjoyable If you need or want to take Fin201 take it from Brau He isnt about weeding people out of the business program Fantastic professor,0,0,1
English,09/10/2005,Really into it,This is a lifechanging courseseriously You will discover more about yourself than you thought possible He does have high expectations of his students though,0,0,1
Biology,11/21/2007,Really into it,Great class lecture is fun and he adds stuff you need to know for the exams so be sure to attend  To do well on the exams you have to essentially memorize the packet so if you figure that out early youll do better  Aside from the intense memorization though the class isnt too hard,0,0,1
Religion,06/02/2011,Really into it,This man is absolutely amazing I looked forward to his classes every single week he really brought the spirit into class every single day Id have to disagree with some of the other comments because I felt like his lectures really helped on the tests Just take good notes and listen to what he has to say If you want to learn take his class,0,0,1
Art History,12/16/2014,Sorta interested,Seriously take a class with her if youre planning on taking a history of art course I had little interest in the subject matter going into it but her lectures and teaching made me honestly love it Shes very nice and willing to help if you need it and the course honestly makes you think ,0,0,1
Religion,01/29/2014,Really into it,I LOVED Bro Venema  His class is easy just a journal entry for each class and 1 presentation for the semester no tests or final  Ive never learned so much from a religion class before  He goes really deep  into the scriptures and I feel the spirit every day but he also keeps it entertaining and funny  Will definitely take him again,0,0,1
